Sr No.,NAMC_ID,NAMC_CODE,NAMC_term,NAMC_term_diacritical,NAMC_term_DEVANAGARI,Short_definition,Long_definition,Ontology_branches
1413,1472,EM-5.6,vikShaya-madAtyayaH/vikShepaka-madAtyayaH,vikṣaya-madātyayaḥ/vikṣēpaka-madātyayaḥ,विक्षय-मदात्ययः/विक्षेपक-मदात्ययः,,"the disorder is characterized by hr̥t-rōgaḥ/ hr̥t rōdhaḥ [cardiac disorders], kaṇṭharōgaḥ/ kaṇṭharōdhaḥ [throat disorders], sammōha [unconsciousness/confusion], chardiḥ/ vamiḥ [vomiting], aṅgarujā/ aṁga ati ruk [pain in the body], jvaraḥ [fever], tr̥ṣṇā [thirst], kāsaḥ [cough], śiraḥśūla/ śirō ati ruk [headache]",
1414,1473,EM-5.7,paramadaH,paramadaḥ,परमदः,,"the disorder is characterized by ūṣmāṇa [warmthness], ślēṣmādhikatva/ ślēṣmōcchryō [aggravation of kapha], aṅgagurutā [heaviness of body], virasānanatvaṁ/ virasāsyatā [absense of any taste in the mouth], viṭ-saktiḥ/ malasaṁga [retension of faeces], mūtrasaktiḥ/ mūtrasaṁga [obstruction/retention in passage of urine], tandrā [drowsiness/lassitude], aruci/ arōcaka [tastelessness], tr̥ṣṇā [thirst], śiraḥ rujā [headache], sandhiḥ bhēdaḥ [pain in joints]",
1415,1474,EM-5.8,pAnAjIrNam,pānājīrṇam,पानाजीर्णम्,,"the disorder is characterized by ādhmāna [abdominal distension], amlōdgāra [sour belching/eructation], vidāhaḥ [internal burning sensation]",
1416,1475,EM-5.9,pAnaviBramaH,pānavibhramaḥ,पानविभ्रमः,,"the disorder is characterized by hr̥datōdaḥ [pricking pain in the cardiac region], surā dvēṣaḥ [disliking towards alcohol], annavikr̥tēṣu dvēṣaḥ [disliking towards food preparations], gātratōdaḥ [pricking pain all over body], kaphasaṁsravaḥ/ kapha sravaṇa [secretion of mucus], kaṇṭhadhūmaḥ [a feeling as if the throat is full of smoke], mūrcchā [syncope/attacks of swooning], vamiḥ/vamathu [vomiting], jvaraḥ [fever], śirōrujanam/ mūrdha rujā [headache], pradāhaḥ/vidāha [burning sensation]",
1417,1476,EM-5.10,asAdhya-madAtyayaH (pAnahataH ),asādhya-madātyayaḥ (pānahataḥ ),असाध्य-मदात्ययः (पानहतः ),,"the disorder is characterized by hīnōttarauṣṭha [drooped upper lip], atiśītam [coldness from outside cold], mandadāham [burning sensation within], āsya taila prabhā [who has an oily radiance on his face], asita jihvā [blackish tongue], asita danta [blackish teeth], asita auṣṭha [blackish lips], nīla jihvā [tongue with bluish tint], nīla danta [teeth with bluish tint], nīla auṣṭha [lips with bluish tint], rudhira prabha nayana [eyes become red in colour like blood], pīta nayana [yellowish eyes]",
1418,1477,EM-5.11,madAtyaya-upadravaH,madātyaya-upadravaḥ,मदात्यय-उपद्रवः,,"the disorder is characterized by hikkā [hiccup], jvaraḥ [fever], vamathu [vomiting], vēpathuḥ [shivering/tremors], pārśva śūla [pain in sides of chest/flanks], kāsaḥ [cough], bhramaḥ [giddiness or dizziness]",
1419,1478,EM-5.12,madAtyaya-ariShTaH,madātyaya-ariṣṭaḥ,मदात्यय-अरिष्टः,,"the disorder is characterized by atiśītārtaṁ [suffering with sever coldness], kṣīṇaṁ [debilitated], tailaprabhānanam [who has an oily radiance on his face]",
1420,1479,EM-6 (SQ2Y),madaH,(a) madaḥ,मदः,,,Note: Also Classifed under #san@SoNitajanyarogaH#[ED-2]
1421,1480,EM-6.1,vAtajamadaH,,वातजमदः,,,
1422,1481,EM-6.2,pittajamadaH,,पित्तजमदः,,,
1423,1482,EM-6.3,kaPajamadaH,,कफजमदः,,,
1424,1483,EM-6.4,sAnnipAtajamadaH,,सान्निपातजमदः,,,
1425,1484,EM-6.5,raktajamadaH,,रक्तजमदः,,,
1426,1485,EM-6.6,madyajamadaH,,मद्यजमदः,,,
1427,1486,EM-6.6.1,prathama-madyajamadaH,,प्रथम-मद्यजमदः,,,
1428,1487,EM-6.6.2,dvitIya-madyajamadaH,,द्वितीय-मद्यजमदः,,,
1429,1488,EM-6.6.3,tRutIya-madAvasthA,,तृतीय-मदावस्था,,,
1430,1489,EM-6.6.4,caturtha-madyajamadaH,,चतुर्थ-मद्यजमदः,,,
1431,1490,EM-6.7,viShajamadaH,,विषजमदः,,,
1432,1491,SP98 (EM-7),mUrcCA,(a) mūrcchā,मूर्च्छा,,"It is characterised by temporary loss of consiousness, pale face, cold extremities, nausea. This may be explained by: (a) Vitiation of pittadosha involving rajas and tamas.",
1433,1492,EM-7.1,mUrcCA-pUrvarUpam,,मूर्च्छा-पूर्वरूपम्,,,
1434,1493,EM-7.2 (SP98),vAtajamUrcCA,(a) vataja mūrcchā,वातजमूर्च्छा,,,
1435,1494,EM-7.3 (SP98),pittajamUrcCA,(a) pittaja mūrcchā,पित्तजमूर्च्छा,,,
1436,1495,EM-7.4 (SP98),kaPajamUrcCA,(a) kaphaja mūrcchā,कफजमूर्च्छा,,,
1437,1496,EM-7.5 (SP98),sAnnipAtajamUrcCA,(a) sannipataja mūrcchā,सान्निपातजमूर्च्छा,,,
1438,1497,EM-7.6 (SP98),raktajamUrcCA,(a) raktaka mūrcchā,रक्तजमूर्च्छा,,,
1439,1498,EM-7.7 (SP98),madyajamUrcCA,(a) madyaja mūrcchā,मद्यजमूर्च्छा,,,
1440,1499,EM-7.8 (SP98),viShajamUrcCA,(a) vishaja mūrcchā,विषजमूर्च्छा,,,
1441,1500,EM-7.9 (SP98),glAnijamUrcCA,(a) glanija mūrcchā,ग्लानिजमूर्च्छा,,,
1442,1501,EM-7.10,asAdhya-mUrcCA,,असाध्य-मूर्च्छा,,,
1443,1502,EM-8,BUta-grahaH,,भूत-ग्रहः,,,
1444,1503,EM-8.1,aukIrNaBUta-grahaH,,औकीर्णभूत-ग्रहः,,,
1445,1504,EM-8.2,balikAma-grahaH,,बलिकाम-ग्रहः,,,
1446,1505,EM-8.3,Buja~gga-grahaH,,भुजङ्ग-ग्रहः,,,
1447,1506,EM-8.4,brahmarAkShasa-grahaH,,ब्रह्मराक्षस-ग्रहः,,,
1448,1507,EM-8.5,daitya-grahaH,,दैत्य-ग्रहः,,,
1449,1508,EM-8.6,deva-grahaH,,देव-ग्रहः,,,
1450,1509,EM-8.7,gaNamAtRu-grahaH,,गणमातृ-ग्रहः,,,
1451,1510,EM-8.8,gandharva-grahaH,,गन्धर्व-ग्रहः,,,
1452,1511,EM-8.9,hiMsAtmaka-grahaH,,हिंसात्मक-ग्रहः,,,
1453,1512,EM-8.10,niShAda-grahaH,,निषाद-ग्रहः,,,
1454,1513,EM-8.11,ratikAma-grahaH,,रतिकाम-ग्रहः,,,
1455,1514,EM-8.12,uraga-grahaH,,उरग-ग्रहः,,,
1456,1515,EM-8.13,vetAla-grahaH,,वेताल-ग्रहः,,,
1457,1516,EM-8.14,yakSha-grahaH,,यक्ष-ग्रहः,,,
1458,1517,EM-8.15,piSAcagrahaH,,पिशाचग्रहः,,,
1459,1518,EM-8.16,asAdhyagraha,,असाध्यग्रह,,,
1460,1519,SQ10 (EM-9),mana-santApaH,(a) mana-santāpaḥ,मन-सन्तापः,,"It is characterised by mild fever, confusion, restlessness, anxiety, mind and body fatigue. This may be explained by: (a) Agitated rajoguna, tamoguna leading to.",
1461,1520,EM-10,saMnyAsaH,saṁnyāsaḥ,संन्यासः,,"the disorder is characterized by kāṣṭhībhūtō mr̥tōpamaḥ [like a log of wood as if dead], prāṇairvimucyatē śīghram muktvā sadyaḥphalāḥ kriyāḥ [patient looses his life if not treated early /or as soon as emergency treatment support is withdrawn]",
1462,1521,SK10 (EM-11),BramaH,(a) bhramaḥ,भ्रमः,,"it is characterised by experience of darkness and vertigo and dizzines on standing. May be associated with difficulty in intake of food, hypersalivation, cough and dyspnoea. This may be explained by: (a) aggravation of pittadosha, vatadosha or decrease of kapha affecting the ear faculty.",
1463,1522,SK00 (F),SirorogaH/SiraHSUla/SirastApa/SiroBitApa,(a) śiraḥśūla(a) śiroruk,शिरोरोगः/शिरःशूल/शिरस्ताप/शिरोभिताप,,It is characterised by headache that may be associated with occipital pain. This may be explained by: (a) aggravation of any of the three dosha individually or together affecting the head;,
1464,1523,F-1,vAtaja-SirorogaH,,वातज-शिरोरोगः,,,
1465,1524,F-2,pittaja-SirorogaH/pittaja SiroBitApa,,पित्तज-शिरोरोगः/पित्तज शिरोभिताप,,,
1466,1525,F-3,kaPaja-SirorogaH/kaPaja SiroBitApa,,कफज-शिरोरोगः/कफज शिरोभिताप,,,
1467,1526,F-4,sAnnipAtaja-SirorogaH,,सान्निपातज-शिरोरोगः,,,
1468,1527,F-5,raktaja-SirorogaH,,रक्तज-शिरोरोगः,,,
1469,1528,F-6 (SK00),kRumija-SirorogaH,(a) kṛmija-śirorogaḥ,कृमिज-शिरोरोगः,,,
1470,1529,F-7 (SK00),anantavAtaH,(a) anantavātaḥ,अनन्तवातः,,,
1471,1530,SK01 (F-8),ardhAvaBedakaH,(a) ardhāvabhedakaḥ,अर्धावभेदकः,,"It is characterised by episodic, severe headache involving one half of the head.May be associated with nausea and vomiting. This may be explained by: (a) aggravated vatadosha, pittadosha causing pain in one part of the head.",
1472,1531,F-9 (SK00),sUryAvartaH,(a) sūryāvartaḥ,सूर्यावर्तः,,,
1473,1532,F-10 (SK00),Sa~gkhakaH,(a) śaṅkhakaḥ,शङ्खकः,,,
1474,1533,F-11 (SK52),SiraHkampaH,(a) śiraḥkampaḥ,शिरःकम्पः,,,
1475,1534,F-12 (SK00),kShayajaSirorogaH,(a) kṣayajaśirorogaḥ,क्षयजशिरोरोगः,,,
1476,1535,SK50 (FA),kapAla-rogaH,(a) kapāla-rogaḥ,कपाल-रोगः,,"It is characterised by headache, heaviness around eyes, hairloss, bleeding per nasal cavity, dryness of throat, ear. This may be explained by: (a) vitiated doshas localising the scalp",
1477,1536,FA-1,upaSIrShakaH,,उपशीर्षकः,,,Note: Also Classifed under #san@bAlarOgaH-sa~gkIrNa#[MD]
1478,1537,SN73 (FA-2),akAlapalitaH/palitaH,(a) akālapalitaḥ,अकालपलितः/पलितः,,"It is characterised by untimely greying of the hair. This may be explained by: (a) Increased pitta, vata cause premature greying of the hair.",Note: Also Classifed under #san@kShudrarogaH#[O]
1479,1538,FA-2.1,vAtika-palitaH,,वातिक-पलितः,,,
1480,1539,FA-2.3,pittajapalitaH,,पित्तजपलितः,,,
1481,1540,FA-2.5,kaPajapalitaH,,कफजपलितः,,,
1482,1541,FA-2.7,sAnnipAtajapalitaH,,सान्निपातजपलितः,,,
1483,1542,FA-2.9,Sirorogottha-palitaH,,शिरोरोगोत्थ-पलितः,,,
1484,1543,SN71 (FA-3),khAlityam/khalati,(a) khālityam,खालित्यम्/खलति,,It is characterised by falling of scalp hair. This may be explained by: (a) Aggravated vata and pitta affecting the hair roots followed by closure of hair root.,Note: Also Classifed under #san@kShudrarogaH#[O]
1485,1544,FA-3.1,vAtaja-khAlityam/vAtajakhalati,vātaja-khālityam/vātajakhalati,वातज-खालित्यम्/वातजखलति,,the disorder is characterized by agnidagdhābhā [resembles as though burnt by fire],
1486,1545,FA-3.2,pittaja khalityam,pittaja khalityam,पित्तज खलित्यम्,,"the disorder is characterized by svinna/svēda [unctuousness], sirāvr̥ta [manifestation of veins on skin]",
1487,1546,FA-3.3,kaPaja khalityam/kaPaja khalati,kaphaja khalityam/kaphaja khalati,कफज खलित्यम्/कफज खलति,,"the disorder is characterized by ghana [thick], tvagvarṇā [same colour as of the skin]",
1488,1547,FA-3.4,sAnnipAtaja-khalityam/asAdhya-khalityam,sānnipātaja-khalityam/asādhya-khalityam,सान्निपातज-खलित्यम्/असाध्य-खलित्यम्,,"the disorder is characterized by nakhaprabhā [resembles nail], agninēva dagdhaḥ [burnt by fire], nirlōma [hairless], dāhaḥ [burning sensation]",
1489,1548,SN91 (FA-4),dAruNakaH,(a) dāruṇakaḥ,दारुणकः,,"It is characterised by dryness of the scalp, appearance of husk like flakes on the scalp, itching, ulceration. This may be explained by: (a) Increased dryness due to vata and kapha affecting the scalp.",Note: Also Classifed under #san@kShudrarogaH#[O]
1490,1549,FA-5,arUMShikA (kapAla),,अरूंषिका (कपाल),,,
1491,1551,FA-6 (SK50),kapAlarbudaH,(a) kapālarbudaḥ,कपालर्बुदः,,,
1492,1552,FA-7 (SP9Y),kapAlavidradhiH,(a) kapālavidradhiḥ,कपालविद्रधिः,,,
1493,1553,G,mukharogaH,,मुखरोगः,,,
1494,1554,GA,oShTharogaH,,ओष्ठरोगः,,,
1495,1555,SM1M (GA-1),vAtaja-oShThaprakopaH,(a) vātaja-oṣṭhaprakopaḥ,वातज-ओष्ठप्रकोपः,,It is characterised by chapped dry lips. This may be explained by: (a) Vitiation of vatadosha affecting the lips.,
1496,1556,SM1K  (GA-2),pittaja-oShThaprakopaH,(a) pittaja-ōṣṭhaprakōpaḥ,पित्तज-ओष्ठप्रकोपः,,"It is characterised by desquamation of lips and may be associated with bleeding, blistering. This may be explained by: (a) Vitiation of vata, pitta affecting lips.",
1497,1557,SM1L (GA-3),kaPaja-oShThaprakopaH,(a) kaphaja-ōṣṭhaprakōpaḥ,कफज-ओष्ठप्रकोपः,,"It is characterised by swollen itcy lips. This may be explained by: (a) Vitiation of kapha, vata affecting lips.",
1498,1558,GA-4,sAnnipAtaja-oShThaprakopaH,,सान्निपातज-ओष्ठप्रकोपः,,,
1499,1559,GA-5,raktaja-oShThaprakopaH,,रक्तज-ओष्ठप्रकोपः,,,
1500,1560,GA-6,mAMsaja-oShThaprakopaH,,मांसज-ओष्ठप्रकोपः,,,
1501,1561,GA-7,medoja-oShThaprakopaH,,मेदोज-ओष्ठप्रकोपः,,,
1502,1562,GA-8 (SM1K),aBighAtaja-oShThaprakopaH/kShataja-oShThaprakopaH,(a) kṣataja-ōṣṭhaprakōpaḥ  (a) abhighātaja-oṣṭhaprakopaḥ,अभिघातज-ओष्ठप्रकोपः/क्षतज-ओष्ठप्रकोपः,,,
1503,1563,GA-9,khaNDauShThaH,,खण्डौष्ठः,,,
1504,1564,GA-10 (SM1Y),jalArbudaH,(a) jalārbudaḥ,जलार्बुदः,,,
1505,1565,GB,dantamUlagatarogaH,,दन्तमूलगतरोगः,,,
1506,1566,GB-1 (SM1Y),SItAdaH,(a) śītādaḥ,शीतादः,,,
1507,1567,GB-2 (SM1Y),dantapuppuTaH,(a) dantapuppuṭaḥ,दन्तपुप्पुटः,,,
1508,1568,SM13 (GB-3),dantaveShTakaH,(a) dantaveṣṭakaḥ,दन्तवेष्टकः,,"It is characterised by foul smelling breath, loose teeth with pain, swollen gums, bleeding, discharge of pus. This may be explained by: (a) Vitiated blood affecting the roots of teeth.",
1509,1569,GB-4 (SM11),SauShiraH,(a) śauṣiraḥ,शौषिरः,,,
1510,1570,GB-5 (SM11),mahASauShiraH,(a) mahāśauṣiraḥ,महाशौषिरः,,,
1511,1571,SM1B (GB-6),paridaraH,(a) paridaraḥ,परिदरः,,"It is characterised by bleeding from gums, may be associated with ulcers. This may be explained by: (a) Vitiation of pitta, kapha and blood affecting the gums.",
1512,1572,SM14 (GB-7),upakuSaH,(a) upakuśaḥ,उपकुशः,,"It is characterised by swelling, pain in the gums. This may be explained by: (a) Vitiated blood affecting the roots of teeth.",Note: Also Classifed under #san@SoNitajanyarogaH#[ED-2]
1513,1573,GB-8,dantavaidarBaH/dantavidarBa,,दन्तवैदर्भः/दन्तविदर्भ,,,
